client_id,yearly_income,total_debt,credit_score,num_credit_cards,total_spent,avg_transaction,transaction_count,spending_ratio,debt_ratio
CLTIND00687,714982,77278,647,3,22475.9,3210.842857142857,7,0.03143561656097636,0.1080838398728919
CLTIND00688,282745,40513,779,2,501.41,501.41,1,0.0017733646925675078,0.1432845850501335
CLTIND00689,240736,0,746,1,24684.079999999998,6171.0199999999995,4,0.10253588993752491,0.0
CLTIND00690,634223,484511,662,3,6584.549999999999,3292.2749999999996,2,0.010382073813154048,0.7639442278189217
CLTIND00691,342568,104980,537,1,2003.81,2003.81,1,0.005849378809462647,0.3064501062562761
CLTIND00693,895529,0,711,4,34030.3,3093.6636363636367,11,0.03800022109836756,0.0
CLTIND00694,1154785,369694,719,3,4507.52,2253.76,2,0.003903341314617007,0.3201409786237265
CLTIND00695,1272711,0,809,4,8527.89,4263.945,2,0.006700570671582157,0.0
CLTIND00696,559371,44538,787,2,19734.32,2466.79,8,0.03527948356278749,0.07962157494757505
CLTIND00697,727903,290695,625,5,6821.17,1705.2925,4,0.009370987617855675,0.39935953004727276
CLTIND00698,1137433,465734,626,4,6037.51,3018.755,2,0.005308013746743764,0.40946060119585065
CLTIND00699,340277,88684,802,3,5911.83,1477.9575,4,0.017373580935531933,0.2606229630565686
CLTIND00700,973614,244839,661,3,2807.13,2807.13,1,0.0028832062809285817,0.25147440361375245
CLTIND00701,589837,38561,626,3,11550.32,2310.064,5,0.019582223563459056,0.06537568853768075
CLTIND00702,865091,0,703,2,7271.25,1817.8125,4,0.008405185119253351,0.0
CLTIND00703,559064,205693,784,1,8494.439999999999,2831.4799999999996,3,0.015194038607386629,0.36792388706838575
CLTIND00704,1088289,247077,620,3,3007.6499999999996,1503.8249999999998,2,0.0027636500966195555,0.2270325253678021
CLTIND00705,571762,228683,638,3,7436.2,3718.1,2,0.013005761138375758,0.39996187224754354
CLTIND00707,1194836,335387,763,3,12339.77,2467.954,5,0.01032758470618562,0.2806970998530342
CLTIND00709,1060444,0,794,5,27152.41,2468.400909090909,11,0.025604756121021005,0.0
CLTIND00710,473647,114693,816,2,10487.77,2097.554,5,0.022142587201016792,0.24214868879144172
CLTIND00711,1012537,270956,567,3,2691.55,1345.775,2,0.0026582238476223585,0.2676010851949114
CLTIND00712,987789,184928,637,3,11098.369999999999,3699.4566666666665,3,0.011235567514924745,0.18721407102124035
CLTIND00713,647225,0,685,3,37540.57,3412.779090909091,11,0.05800234848777473,0.0
CLTIND00714,678395,381061,658,2,3435.67,3435.67,1,0.005064409378017232,0.5617096234494653
CLTIND00715,644313,116821,739,4,23158.27,2573.141111111111,9,0.03594257759815493,0.18131094669826622
CLTIND00716,150000,0,681,1,3645.87,3645.87,1,0.0243058,0.0
CLTIND00717,536790,210237,618,3,3826.59,1275.53,3,0.0071286536634438055,0.3916559548426759
CLTIND00718,255947,0,797,1,4231.96,4231.96,1,0.016534516911704378,0.0
CLTIND00719,554086,74879,747,1,6100.32,2033.4399999999998,3,0.011009698855412337,0.1351396714589432
CLTIND00720,251852,137676,680,2,7123.9800000000005,1780.9950000000001,4,0.028286374537426745,0.5466543843209504
CLTIND00721,245583,18191,539,1,4391.75,2195.875,2,0.017882956067805995,0.07407271675971057
CLTIND00722,1309720,294348,790,5,23724.95,2965.61875,8,0.01811452066090462,0.22474116605075894
CLTIND00723,949824,0,735,4,17501.64,2187.705,8,0.018426192642005255,0.0
CLTIND00724,498759,132689,675,3,10706.39,2676.5975,4,0.02146605875783695,0.266038307078168
CLTIND00725,558620,221544,607,1,4904.51,4904.51,1,0.00877968923418424,0.39659160073037125
CLTIND00726,430892,0,669,1,3888.32,3888.32,1,0.009023885335536516,0.0
CLTIND00727,703828,151081,623,3,19681.79,4920.4475,4,0.027963920162312386,0.21465613757906762
CLTIND00728,333278,0,560,2,200.26,200.26,1,0.0006008797460378423,0.0
CLTIND00729,907644,0,655,3,3813.33,1906.665,2,0.004201349868450626,0.0
CLTIND00732,506557,194969,582,2,10342.28,2068.456,5,0.02041681390248284,0.3848905453877846
CLTIND00733,350696,0,778,2,1116.65,1116.65,1,0.003184096767570774,0.0
CLTIND00734,609000,0,587,2,9662.689999999999,2415.6724999999997,4,0.01586648604269294,0.0
CLTIND00735,362198,0,816,2,10886.07,2721.5175,4,0.030055577336153154,0.0
CLTIND00736,662302,273023,737,4,16426.74,2737.7900000000004,6,0.024802491914564656,0.41223339201753884
CLTIND00737,1037129,0,635,2,19540.39,4885.0975,4,0.018840848149073067,0.0
CLTIND00738,324737,0,712,1,9411.36,3137.1200000000003,3,0.028981483477398637,0.0
CLTIND00739,462323,0,652,3,3486.29,3486.29,1,0.007540810212773321,0.0
CLTIND00740,659450,134939,742,3,2405.64,2405.64,1,0.003647949048449465,0.20462354992797027
CLTIND00742,660634,0,814,3,10293.529999999999,3431.1766666666663,3,0.015581290094061158,0.0
CLTIND00743,697741,108158,646,2,29023.7,4837.283333333334,6,0.041596666958083305,0.15501167338596986
CLTIND00744,957729,284076,694,2,9545.650000000001,2386.4125000000004,4,0.009966963514731204,0.2966141779146293
CLTIND00745,347587,0,842,3,10823.23,2705.8075,4,0.031138189863257254,0.0
CLTIND00746,283991,101051,719,1,4893.13,2446.565,2,0.017229877003144465,0.3558246564151681
CLTIND00747,415741,172729,751,3,5340.639999999999,1780.2133333333331,3,0.012846074839864241,0.4154726139591717
CLTIND00748,279767,41202,754,1,9298.699999999999,1859.7399999999998,5,0.033237301039793825,0.14727255180203527
CLTIND00749,701560,41896,719,2,4851.780000000001,2425.8900000000003,2,0.006915702149495411,0.05971834198072866
CLTIND00751,2027214,1069522,560,3,13539.26,3384.815,4,0.006678752218562027,0.5275821891522059
CLTIND00752,1088074,330825,622,3,13781.619999999999,2756.3239999999996,5,0.012666068668123675,0.30404641596067916
CLTIND00753,503787,150922,612,1,5549.299999999999,2774.6499999999996,2,0.011015171094133035,0.2995750188075516
CLTIND00754,841381,0,692,2,9692.34,9692.34,1,0.01151956129268429,0.0
CLTIND00755,187265,30681,708,1,3750.57,3750.57,1,0.020028141937895497,0.16383734280297974
CLTIND00756,2272492,155366,703,2,15123.07,2520.5116666666668,6,0.006654839709006676,0.06836811746752024
CLTIND00757,350892,193010,671,2,15868.6,5289.533333333334,3,0.045223601564014,0.5500552876668604
CLTIND00758,465127,0,773,1,1982.47,1982.47,1,0.004262212256007499,0.0
CLTIND00760,669399,231468,738,3,27345.309999999998,3906.472857142857,7,0.04085053906563947,0.34578480099312964
CLTIND00761,257444,53987,786,1,3519.5,1759.75,2,0.013670934261431612,0.209703857926384
CLTIND00762,531446,75734,736,1,4463.66,4463.66,1,0.008399084761198692,0.1425055414849298
CLTIND00764,261900,46708,774,3,8982.57,2245.6425,4,0.03429770904925544,0.17834287896143566
CLTIND00765,308583,37125,744,1,4063.3,2031.65,2,0.013167608066549357,0.12030798845043311
CLTIND00766,572539,0,770,3,11162.98,1860.4966666666667,6,0.019497326819657698,0.0
CLTIND00767,231763,0,843,1,1293.49,1293.49,1,0.005581089302433952,0.0
CLTIND00768,319041,22238,768,1,13006.56,3251.64,4,0.040767675627897355,0.06970264009954834
CLTIND00769,744395,0,846,3,3497.75,3497.75,1,0.004698782232551267,0.0
CLTIND00770,2382954,123796,702,3,9376.78,2344.195,4,0.003934939574998091,0.05195064613081075
CLTIND00771,665915,0,685,3,9910.36,3303.4533333333334,3,0.014882319815592081,0.0
CLTIND00772,288372,9426,808,1,2337.88,2337.88,1,0.008107167131344236,0.03268694602804711
CLTIND00773,401152,15296,637,1,8575.45,4287.725,2,0.021377059069878752,0.03813018506700702
CLTIND00774,509567,0,871,3,13086.57,2617.314,5,0.0256817454819484,0.0
CLTIND00775,405432,56776,807,1,3673.51,1836.755,2,0.009060730282760119,0.14003828015548847
CLTIND00776,859579,226794,695,3,17254.55,3450.91,5,0.020073256791987706,0.263843113896454
CLTIND00777,569690,248451,764,1,9697.310000000001,3232.436666666667,3,0.017022082185048013,0.4361161333356738
CLTIND00778,862055,138460,754,3,13630.279999999999,2726.0559999999996,5,0.015811380944371296,0.16061620198247212
CLTIND00779,414031,177629,565,1,7276.37,2425.4566666666665,3,0.01757445698510498,0.4290234306126836
CLTIND00780,1107553,0,655,5,28343.690000000002,3149.298888888889,9,0.02559127193010177,0.0
CLTIND00781,452468,153466,702,2,5693.549999999999,1897.8499999999997,3,0.012583320809427406,0.33917536709778373
CLTIND00782,279190,139873,673,3,6204.29,3102.145,2,0.022222464988001,0.5009957376696873
CLTIND00783,1846413,341950,802,3,11078.4,2215.68,5,0.0059999577559300115,0.18519691964907092
CLTIND00784,167272,61425,700,1,8474.36,2824.786666666667,3,0.05066215505284806,0.3672162705055239
CLTIND00785,320976,5038,617,2,6831.540000000001,2277.1800000000003,3,0.021283647375504713,0.015695877573401126
CLTIND00787,2252040,803134,737,3,9190.52,3063.5066666666667,3,0.004080975471128399,0.3566251043498339
CLTIND00788,1478411,294540,550,4,7878.25,2626.0833333333335,3,0.005328863218685467,0.19922741375706757
CLTIND00789,1225329,0,607,2,34459.770000000004,4922.824285714286,7,0.028122871490024313,0.0
CLTIND00790,410023,47466,676,1,869.54,869.54,1,0.0021207103016172265,0.11576423761593861
CLTIND00791,2143756,743178,753,2,2849.29,2849.29,1,0.0013291111488434317,0.3466709830782981
CLTIND00793,898715,0,757,3,11181.09,3727.03,3,0.012441196597364014,0.0
CLTIND00794,556922,155849,687,1,7618.0,1904.5,4,0.013678755732400587,0.27983990576777357
CLTIND00795,485378,0,709,2,10326.779999999999,2065.3559999999998,5,0.021275747973744173,0.0
CLTIND00796,429895,57419,652,1,5090.58,2545.29,2,0.011841449656311424,0.1335651728910548
CLTIND00797,440903,91342,762,1,3546.73,3546.73,1,0.008044241023535788,0.20717028462042672
CLTIND00799,623238,0,701,5,20596.47,3432.7450000000003,6,0.03304751956716375,0.0
CLTIND00800,490647,180336,768,3,37168.2,2323.0125,16,0.07575344392200502,0.3675473405523727
CLTIND00801,1236849,432011,617,5,9132.82,1826.5639999999999,5,0.007383940966116317,0.34928354229174297
CLTIND00802,150000,42459,562,1,3504.82,3504.82,1,0.023365466666666668,0.28306
CLTIND00803,678945,0,551,4,34970.04,2690.003076923077,13,0.05150644013874467,0.0
CLTIND00804,769123,0,773,5,1614.98,1614.98,1,0.0020997681775216707,0.0
CLTIND00805,995043,89686,768,2,3277.81,1638.905,2,0.0032941390472572543,0.09013278823126236
CLTIND00806,480912,215523,639,2,3904.25,1952.125,2,0.008118429151279236,0.44815475596366905
CLTIND00807,566434,275372,560,2,26275.86,2919.54,9,0.04638821115964084,0.4861501957862699
CLTIND00808,903411,212073,680,2,12260.92,4086.9733333333334,3,0.013571807294797164,0.23474697562903263
CLTIND00809,1223301,701561,745,4,13018.35,1859.7642857142857,7,0.010641984270428947,0.5734982641230572
CLTIND00810,417501,0,618,1,9946.07,4973.035,2,0.023822865094933903,0.0
CLTIND00811,586864,404224,722,2,6264.860000000001,3132.4300000000003,2,0.010675147904795661,0.6887864990866709
CLTIND00814,330498,72449,702,2,5860.87,2930.435,2,0.01773345073192576,0.21921161398858693
CLTIND00815,1204849,509416,745,2,1146.71,573.355,2,0.00095174582043061,0.4228048494043652
CLTIND00816,963075,90981,826,5,46890.8,3126.0533333333337,15,0.048688627573138125,0.09446927809360642
CLTIND00817,684080,112480,780,4,11643.05,3881.0166666666664,3,0.01702001227926558,0.16442521342533037
CLTIND00818,382011,0,844,3,24271.21,3467.315714285714,7,0.06353536940035757,0.0
CLTIND00819,294570,0,735,1,7328.99,1832.2475,4,0.024880300098448584,0.0
CLTIND00820,350682,126867,627,1,12512.27,4170.756666666667,3,0.03567981818285512,0.3617722038770168
CLTIND00821,1265741,532706,764,2,24852.84,3106.605,8,0.019635012218139413,0.4208649320832619
CLTIND00822,342936,146703,778,1,2444.4,2444.4,1,0.007127860592063826,0.4277853593673455
CLTIND00823,531372,257773,736,1,8224.92,2741.64,3,0.015478647727016102,0.48510836099756854
CLTIND00825,829043,307744,787,3,29334.45,4190.635714285714,7,0.03538350845492936,0.37120390619063187
CLTIND00826,361902,124057,706,2,11734.58,2346.916,5,0.032424744820421,0.3427916949892512
CLTIND00827,471563,231688,659,2,13234.119999999999,3308.5299999999997,4,0.028064373159047674,0.4913192934984297
CLTIND00828,182104,0,778,1,13005.32,3251.33,4,0.07141699248780917,0.0
CLTIND00829,189917,0,758,1,7553.83,2517.943333333333,3,0.03977437512176372,0.0
CLTIND00830,502307,0,791,3,23926.24,3418.034285714286,7,0.04763270270969746,0.0
CLTIND00831,225769,54530,680,1,13810.36,2762.072,5,0.061170311247336885,0.2415300594855804
CLTIND00832,1768099,0,793,5,30516.18,3814.5225,8,0.017259316361810058,0.0
CLTIND00834,309359,0,737,1,877.94,877.94,1,0.0028379326284349252,0.0
CLTIND00835,505035,32402,652,1,5081.03,5081.03,1,0.010060748264971733,0.0641579296484402
CLTIND00836,401629,0,819,1,6237.17,6237.17,1,0.015529680376666027,0.0
CLTIND00837,257784,156270,550,2,11231.39,2246.278,5,0.04356899574837848,0.6062051950470161
CLTIND00838,281421,60197,618,2,18189.559999999998,4547.389999999999,4,0.06463469321763478,0.21390372431339524
CLTIND00839,275949,77500,700,1,3638.31,1819.155,2,0.013184718915451768,0.2808489974596755
CLTIND00841,1612862,0,843,3,10291.36,2058.272,5,0.00638080629340886,0.0
CLTIND00843,1016732,127981,828,2,11599.15,1933.1916666666666,6,0.011408266878587474,0.12587486181215896
CLTIND00844,677760,362968,800,3,17731.54,2533.077142857143,7,0.02616197474032106,0.5355406043437205
CLTIND00845,975476,161219,688,2,32694.16,4670.594285714285,7,0.03351610905855193,0.16527213380954528
CLTIND00847,416520,141542,594,1,2784.53,1392.265,2,0.006685225199270143,0.33982041678670893
CLTIND00848,1095416,0,755,3,12306.369999999999,2461.274,5,0.01123442600801887,0.0
CLTIND00849,354804,80000,655,1,9912.34,3304.1133333333332,3,0.027937509159986922,0.22547660116571402
CLTIND00850,1439559,184486,760,4,4612.48,2306.24,2,0.0032040923643977077,0.12815452510109
CLTIND00851,1217972,0,791,2,2835.01,1417.505,2,0.0023276479262249053,0.0
CLTIND00852,377334,0,707,3,8965.91,2988.6366666666668,3,0.023761203602113777,0.0
CLTIND00853,369707,0,764,3,5714.5599999999995,2857.2799999999997,2,0.015456997027375732,0.0
CLTIND00854,272175,43650,776,2,10995.970000000001,2199.1940000000004,5,0.04040036741067329,0.16037475888674566
CLTIND00855,342699,0,735,3,5127.6,2563.8,2,0.014962401407649279,0.0
CLTIND00857,646708,0,709,3,14105.0,4701.666666666667,3,0.021810461599361692,0.0
CLTIND00859,718272,0,812,2,2137.67,2137.67,1,0.0029761288202797827,0.0
CLTIND00862,1267117,0,806,5,5264.6,2632.3,2,0.004154786022127397,0.0
CLTIND00863,680463,0,729,3,14214.279999999999,2030.6114285714284,7,0.020889129901258408,0.0
CLTIND00864,784014,83181,737,3,24008.19,4801.638,5,0.030622144502521636,0.10609631970857664
CLTIND00865,317161,0,759,1,3164.0099999999998,1582.0049999999999,2,0.009976037406869066,0.0
CLTIND00866,726353,286360,783,3,3014.58,3014.58,1,0.004150296068165203,0.3942435702750591
CLTIND00867,982838,217892,660,3,15571.72,3114.344,5,0.015843628349738206,0.22169675979154246
CLTIND00869,1661974,722519,581,2,17837.71,2972.9516666666664,6,0.01073284539950685,0.4347354411079836
CLTIND00871,991362,0,767,4,26346.62,3293.3275,8,0.0265761850867796,0.0
CLTIND00872,596103,131080,794,3,16547.14,3309.428,5,0.02775886046538937,0.21989488393784296
CLTIND00875,624681,0,601,2,2454.08,818.0266666666666,3,0.003928533123306135,0.0
CLTIND00876,321701,91086,721,1,595.83,595.83,1,0.0018521235557241041,0.28313869089620486
CLTIND00878,1423779,263678,801,3,19293.74,3858.7480000000005,5,0.013551077800698003,0.18519587660725437
CLTIND00879,439811,0,726,3,14855.08,4951.693333333334,3,0.033776053804929845,0.0
CLTIND00880,273863,41112,643,2,7598.24,3799.12,2,0.027744675257336697,0.15011885504796194
CLTIND00883,1181971,204942,807,4,3110.64,3110.64,1,0.0026317396958131798,0.1733900408724072
CLTIND00884,329376,129314,664,1,10756.84,3585.6133333333332,3,0.03265823860876324,0.39260298260954046
CLTIND00885,686900,0,725,3,57880.63,4134.330714285714,14,0.08426354636773911,0.0
CLTIND00886,1128080,570415,722,3,19089.67,2727.095714285714,7,0.01692226615133678,0.5056511949507128
CLTIND00888,688023,0,779,3,21012.48,4202.496,5,0.030540374377019373,0.0
CLTIND00891,876938,167803,697,5,11715.71,2928.9275,4,0.013359792824578248,0.19135104192086555
CLTIND00892,445432,0,730,1,7373.52,7373.52,1,0.016553637816771136,0.0
CLTIND00893,314476,0,873,1,7087.65,7087.65,1,0.022537967921240413,0.0
CLTIND00894,466944,159779,641,1,9938.74,2484.685,4,0.021284650836074562,0.34218021861293857
CLTIND00895,407735,143799,644,1,6796.71,3398.355,2,0.016669429899321863,0.35267759696861933
CLTIND00896,1613845,671137,786,2,7894.35,3947.175,2,0.00489164077095384,0.415862118109236
CLTIND00897,239676,0,756,1,2403.64,1201.82,2,0.010028705418982292,0.0
CLTIND00898,542121,364925,701,1,3771.4900000000002,1885.7450000000001,2,0.0069569155225493945,0.6731430806037767
CLTIND00899,494529,0,638,2,16708.27,2386.8957142857143,7,0.03378622891680771,0.0
CLTIND00900,465989,0,740,1,2934.63,2934.63,1,0.006297637927075532,0.0
CLTIND00901,468454,0,785,2,8135.47,2033.8675,4,0.017366635784943667,0.0
CLTIND00902,466364,0,666,1,6810.22,6810.22,1,0.014602799529980873,0.0
CLTIND00903,844249,0,770,2,10443.99,2610.9975,4,0.012370746071360463,0.0
CLTIND00904,720538,61098,693,4,33431.0,2387.9285714285716,14,0.04639727536923799,0.08479497264543993
CLTIND00905,642878,262536,619,4,3820.19,1273.3966666666668,3,0.0059423249823450175,0.4083760837981701
CLTIND00907,598535,177382,775,3,15321.67,3064.334,5,0.02559861996374481,0.2963602796828924
CLTIND00909,736862,480979,678,3,12167.67,4055.89,3,0.016512820582415703,0.6527395903167758
CLTIND00910,1211127,145002,812,5,38838.15,2774.1535714285715,14,0.032067776542014176,0.1197248513161708
CLTIND00911,286823,0,688,1,4083.7599999999998,2041.8799999999999,2,0.014237909791055808,0.0
CLTIND00912,427323,0,748,2,28333.58,3541.6975,8,0.06630483264415911,0.0
CLTIND00913,348973,122315,647,3,31399.11,3139.911,10,0.08997575743682176,0.3504998954073811
CLTIND00914,1049288,0,639,3,41603.19,3466.9325000000003,12,0.03964897149305053,0.0
CLTIND00915,529337,60346,675,1,11280.55,3760.183333333333,3,0.021310715102099417,0.11400298864428521
CLTIND00916,1410368,0,630,3,29968.239999999998,4281.177142857143,7,0.02124852520760539,0.0
CLTIND00917,640892,134789,729,4,3166.27,791.5675,4,0.004940411176922165,0.21031468640582188
CLTIND00918,578292,0,658,1,6335.8,3167.9,2,0.010956056801754132,0.0
CLTIND00919,520887,97310,586,3,24501.3,2227.390909090909,11,0.047037649240622245,0.1868159504844621
CLTIND00920,816807,438682,715,3,1818.89,1818.89,1,0.002226829593771846,0.5370693444106135
CLTIND00921,176266,0,774,1,5428.39,2714.195,2,0.030796580168608808,0.0
CLTIND00922,526270,116040,667,3,23344.56,2918.07,8,0.04435852319151767,0.22049518308092805
CLTIND00924,772676,397058,594,4,41216.17,2944.012142857143,14,0.05334211234721927,0.5138738617480031
CLTIND00925,446745,175942,643,2,9800.64,2450.16,4,0.021937884027801093,0.39383093263494834
CLTIND00926,268102,71170,721,2,9314.23,4657.115,2,0.034741367091629304,0.26545866871563806
CLTIND00927,502210,137908,770,1,13278.65,6639.325,2,0.026440433284880827,0.27460225801955357
CLTIND00928,261100,122897,633,2,13049.3,3262.325,4,0.049978169283799306,0.4706893910379165
CLTIND00929,157504,0,672,1,2769.22,2769.22,1,0.01758190268183665,0.0
CLTIND00930,773466,115342,781,4,33107.29,3009.7536363636364,11,0.04280380779504206,0.14912355552797407
CLTIND00931,707718,0,769,3,1006.49,1006.49,1,0.0014221624997527264,0.0
CLTIND00932,661733,57009,722,3,30946.78,3094.678,10,0.04676626373476916,0.08615106092638572
CLTIND00933,1092654,0,814,4,43767.39,3978.8536363636363,11,0.040056037867431046,0.0
CLTIND00934,335489,85819,845,3,5238.16,1746.0533333333333,3,0.015613507447338065,0.2558027237852806
CLTIND00936,479426,0,673,1,6785.17,2261.7233333333334,3,0.01415269509788789,0.0
CLTIND00937,405900,242305,688,1,3756.6499999999996,1878.3249999999998,2,0.00925511209657551,0.5969573786646958
CLTIND00938,301639,152366,594,2,19747.72,3291.286666666667,6,0.06546805950158965,0.5051269895471077
CLTIND00939,476610,137926,785,3,21690.02,3098.574285714286,7,0.04550894861626907,0.28938964772035836
CLTIND00940,346418,142941,614,3,4990.889999999999,2495.4449999999997,2,0.014407132423834788,0.41262578734361377
CLTIND00941,166169,59304,662,1,363.3,363.3,1,0.0021863283765323257,0.35688967256227094
CLTIND00942,383716,76975,629,2,8108.5,2702.8333333333335,3,0.02113151393217901,0.2006040926101596
CLTIND00943,252847,88863,692,3,22536.39,2253.639,10,0.0891305413945983,0.35144969091980527
CLTIND00945,337305,0,779,1,3593.9700000000003,1796.9850000000001,2,0.010654956196913774,0.0
CLTIND00946,974171,295827,693,3,22862.82,4572.564,5,0.023469000822237573,0.30367050548620317
CLTIND00947,1308881,464811,681,4,5997.05,1999.0166666666667,3,0.0045818145423457135,0.3551209009833591
CLTIND00951,1286963,0,831,4,9341.91,9341.91,1,0.007258880014421549,0.0
CLTIND00952,505669,235082,657,3,5370.52,2685.26,2,0.01062062337220593,0.46489304268207066
CLTIND00954,359101,0,710,1,3496.59,1748.295,2,0.009737065616637102,0.0
CLTIND00956,316853,103557,645,2,27758.49,4626.415,6,0.08760683976481208,0.32682979173307497
CLTIND00959,499856,98976,750,3,9841.49,1968.298,5,0.019688650331295413,0.19800902659966071
CLTIND00960,510349,45015,723,1,2831.82,2831.82,1,0.005548791121369886,0.08820434643743791
CLTIND00961,367537,129879,651,2,31556.45,3506.2722222222224,9,0.08585924682412928,0.35337666683898494
CLTIND00963,522151,80236,669,1,3530.77,3530.77,1,0.006761971153938229,0.1536643614586585
CLTIND00964,356848,0,768,3,5983.24,2991.62,2,0.016766914764829843,0.0
CLTIND00966,568856,0,666,2,3187.04,3187.04,1,0.005602542646996779,0.0
CLTIND00967,952060,0,801,3,3777.7799999999997,1888.8899999999999,2,0.003968006218095498,0.0
CLTIND00968,842481,0,766,5,18663.98,3732.796,5,0.022153591594350496,0.0
CLTIND00969,307590,0,649,1,1522.8899999999999,761.4449999999999,2,0.004951038720374524,0.0
CLTIND00972,1280855,88548,627,4,7601.62,3800.81,2,0.005934801363151957,0.06913194701976415
CLTIND00973,736543,0,611,4,17915.56,3583.112,5,0.024323848030596992,0.0
CLTIND00974,762793,138303,736,2,20225.58,3370.9300000000003,6,0.026515162042651155,0.18131131250548968
CLTIND00975,852798,160425,661,3,28592.41,4084.63,7,0.033527763901885325,0.18811606030970993
CLTIND00976,643594,0,841,4,25365.57,4227.595,6,0.03941237798985074,0.0
CLTIND00977,537524,0,858,1,1318.76,659.38,2,0.0024533974296961623,0.0
CLTIND00978,743964,0,758,4,20075.8,3345.9666666666667,6,0.026984907871886274,0.0
CLTIND00979,360290,0,796,1,10254.06,5127.03,2,0.02846057342696161,0.0
CLTIND00980,213990,53358,608,1,4716.26,4716.26,1,0.022039628020000937,0.24934810037852237
CLTIND00981,771554,106302,597,3,3708.82,3708.82,1,0.004806948055482831,0.13777648745259566
CLTIND00982,1050741,118862,695,3,15335.86,2555.976666666667,6,0.014595280854178147,0.1131220728990303
CLTIND00984,818735,199459,715,3,43047.4,3587.2833333333333,12,0.05257794035921269,0.24361850904138702
CLTIND00985,1370687,43291,654,4,6683.5599999999995,3341.7799999999997,2,0.004876065797662048,0.031583432249667504
CLTIND00987,306068,92261,670,2,11301.8,2825.45,4,0.03692578119894925,0.3014395493811833
CLTIND00988,538302,0,771,2,23060.19,3294.312857142857,7,0.04283875965536074,0.0
CLTIND00989,359347,0,746,3,9099.21,2274.8025,4,0.025321513745766626,0.0
CLTIND00990,345354,0,688,1,6011.82,3005.91,2,0.017407703399989576,0.0
CLTIND00991,648407,224203,569,3,5929.34,1185.868,5,0.009144472530370585,0.34577510730143257
CLTIND00993,210240,0,581,1,1781.09,1781.09,1,0.00847169901065449,0.0
CLTIND00994,505821,0,820,2,24047.899999999998,8015.966666666666,3,0.047542312399050254,0.0
CLTIND00995,493352,104901,737,2,12440.539999999999,3110.1349999999998,4,0.02521635667839595,0.2126291167361235
CLTIND00996,614458,171672,754,4,13587.13,4529.043333333333,3,0.022112381969150045,0.2793876880112229
CLTIND00997,1540317,198664,627,4,32594.11,3259.411,10,0.02116065069722661,0.12897604843678281
CLTIND00998,532358,0,748,1,4493.18,2246.59,2,0.008440147419593582,0.0
CLTIND00999,715879,137055,644,3,4586.0599999999995,2293.0299999999997,2,0.006406194342898729,0.191449951737654
CLTIND01000,278464,93614,692,1,3901.02,1950.51,2,0.01400906400827396,0.33617990117214436
CLTIND01001,792641,0,640,3,7809.09,3904.545,2,0.009851988479021398,0.0
CLTIND01002,364590,110954,677,2,2074.75,2074.75,1,0.005690638799747662,0.30432540662113605
CLTIND01004,468389,248101,644,3,13401.16,6700.58,2,0.028611175753486952,0.5296900653089632
CLTIND01006,227835,15124,852,1,2990.63,2990.63,1,0.013126297539886322,0.06638137248447341
CLTIND01007,150000,49267,693,1,5787.3,5787.3,1,0.038582,0.32844666666666666
CLTIND01008,439900,194725,667,3,1998.22,1998.22,1,0.004542441463969084,0.44265742214139575
CLTIND01009,662305,202355,737,4,4978.64,4978.64,1,0.007517140894300964,0.3055314394425529
CLTIND01010,547833,108102,592,2,13025.22,4341.74,3,0.02377589520894141,0.19732655754582146
CLTIND01011,1047258,0,658,3,17055.41,2436.4871428571428,7,0.016285776761791267,0.0
CLTIND01013,356487,0,733,2,2349.69,2349.69,1,0.006591236146058622,0.0
CLTIND01015,433643,170906,725,3,19158.59,3831.718,5,0.04418055866230978,0.39411681959584266
CLTIND01016,926472,271626,709,4,7323.62,2441.2066666666665,3,0.00790484763705757,0.2931831722923089
CLTIND01018,508569,168684,711,1,4654.51,2327.255,2,0.009152170108677487,0.3316836063543
CLTIND01019,643823,128688,642,4,25878.35,2875.3722222222223,9,0.04019482062616588,0.1998810232004759
CLTIND01020,271900,129658,657,2,1624.28,1624.28,1,0.005973813902169916,0.47685913938948143
CLTIND01021,726726,0,571,5,20284.44,2535.555,8,0.02791208791208791,0.0
CLTIND01023,450753,238726,637,1,827.56,827.56,1,0.0018359500657788188,0.5296159981187036
CLTIND01024,253958,76437,734,2,13579.94,2715.9880000000003,5,0.05347317272934895,0.30098283968215217
CLTIND01025,480414,0,761,1,6010.42,6010.42,1,0.01251091766684568,0.0
CLTIND01027,612011,0,658,4,22869.82,3267.117142857143,7,0.03736831527537904,0.0
CLTIND01028,655877,151888,797,2,5671.53,2835.765,2,0.008647246358692254,0.23158000661709435
CLTIND01029,1366475,0,696,3,10062.69,2012.538,5,0.007363976655262628,0.0
CLTIND01030,445061,45342,717,1,2326.26,2326.26,1,0.005226834074430247,0.10187816950934815
CLTIND01031,638869,0,783,3,20023.18,3337.1966666666667,6,0.031341605243015394,0.0
CLTIND01032,298221,60502,689,1,11617.61,5808.805,2,0.038956377988136316,0.20287639032797825
CLTIND01033,403732,129385,669,1,4822.34,4822.34,1,0.011944408667135625,0.32047249165287867
CLTIND01035,444849,140751,641,1,15012.78,3002.556,5,0.0337480358503672,0.31640174531133036
CLTIND01036,416307,0,731,2,3043.08,3043.08,1,0.007309701734537252,0.0
CLTIND01038,343934,106097,654,1,447.79,447.79,1,0.0013019649118726267,0.30848069687788937
